timestamp,window_start,window_end,endpoint,latency,error_rate,request_rate,error_category,avg_latency,max_latency,latency_std,errors_per_window,endpoint_frequency,request_count_window,timeout_error_share,system_error_share,validation_error_share,database_error_share,source,window_size_seconds,is_ground_truth_anomaly,anomaly_score,is_observation_anomaly
2026-03-07T14:25:31.000Z,2026-03-07T14:25:01.000Z,2026-03-07T14:25:31.000Z,/api/normal,0.61,0,1.666667,NONE,1.597,9.15,1.325,0,0.666667,50,0,0,0,0,prometheus_replay,30,false,0.46348,false
2026-03-07T14:25:31.000Z,2026-03-07T14:25:01.000Z,2026-03-07T14:25:31.000Z,/api/slow,179.57,0.277778,0.6,TIMEOUT_ERROR,1749.118,6014.86,2413.444,5,0.24,18,0.277778,0,0,0,prometheus_replay,30,false,0.560856,false
2026-03-07T14:25:31.000Z,2026-03-07T14:25:01.000Z,2026-03-07T14:25:31.000Z,/api/validate,7.01,1,0.066667,VALIDATION_ERROR,46.9,86.79,39.89,2,0.026667,2,0,0,1,0,prometheus_replay,30,false,0.612909,false
2026-03-07T14:25:32.000Z,2026-03-07T14:25:02.000Z,2026-03-07T14:25:32.000Z,/api/db,22.25,0,0.066667,NONE,15.08,22.25,7.17,0,0.027778,2,0,0,0,0,prometheus_replay,30,false,0.481833,false
2026-03-07T14:25:32.000Z,2026-03-07T14:25:02.000Z,2026-03-07T14:25:32.000Z,/api/error,7.11,1,0.1,SYSTEM_ERROR,3.307,7.11,2.69,3,0.041667,3,0,1,0,0,prometheus_replay,30,false,0.555527,false
2026-03-07T14:25:32.000Z,2026-03-07T14:25:02.000Z,2026-03-07T14:25:32.000Z,/api/normal,0.56,0,1.633333,NONE,1.506,9.15,1.348,0,0.680556,49,0,0,0,0,prometheus_replay,30,false,0.462224,false
2026-03-07T14:25:32.000Z,2026-03-07T14:25:02.000Z,2026-03-07T14:25:32.000Z,/api/slow,331.52,0.235294,0.566667,TIMEOUT_ERROR,1509.698,6014.86,2237.144,4,0.236111,17,0.235294,0,0,0,prometheus_replay,30,false,0.525452,false
2026-03-07T14:25:32.000Z,2026-03-07T14:25:02.000Z,2026-03-07T14:25:32.000Z,/api/validate,7.01,1,0.033333,VALIDATION_ERROR,7.01,7.01,0,1,0.013889,1,0,0,1,0,prometheus_replay,30,false,0.545884,false
2026-03-07T14:25:33.000Z,2026-03-07T14:25:03.000Z,2026-03-07T14:25:33.000Z,/api/db,22.25,0,0.033333,NONE,22.25,22.25,0,0,0.015152,1,0,0,0,0,prometheus_replay,30,false,0.512176,false
2026-03-07T14:25:33.000Z,2026-03-07T14:25:03.000Z,2026-03-07T14:25:33.000Z,/api/error,7.11,1,0.1,SYSTEM_ERROR,3.307,7.11,2.69,3,0.045455,3,0,1,0,0,prometheus_replay,30,false,0.555214,false
2026-03-07T14:25:33.000Z,2026-03-07T14:25:03.000Z,2026-03-07T14:25:33.000Z,/api/normal,0.56,0,1.466667,NONE,1.504,9.15,1.414,0,0.666667,44,0,0,0,0,prometheus_replay,30,false,0.461767,false
2026-03-07T14:25:33.000Z,2026-03-07T14:25:03.000Z,2026-03-07T14:25:33.000Z,/api/slow,331.52,0.235294,0.566667,TIMEOUT_ERROR,1509.698,6014.86,2237.144,4,0.257576,17,0.235294,0,0,0,prometheus_replay,30,false,0.528395,false
2026-03-07T14:25:33.000Z,2026-03-07T14:25:03.000Z,2026-03-07T14:25:33.000Z,/api/validate,7.01,1,0.033333,VALIDATION_ERROR,7.01,7.01,0,1,0.015152,1,0,0,1,0,prometheus_replay,30,false,0.546499,false
2026-03-07T14:25:34.000Z,2026-03-07T14:25:04.000Z,2026-03-07T14:25:34.000Z,/api/db,22.25,0,0.033333,NONE,22.25,22.25,0,0,0.015152,1,0,0,0,0,prometheus_replay,30,false,0.512176,false
2026-03-07T14:25:34.000Z,2026-03-07T14:25:04.000Z,2026-03-07T14:25:34.000Z,/api/error,7.11,1,0.1,SYSTEM_ERROR,3.307,7.11,2.69,3,0.045455,3,0,1,0,0,prometheus_replay,30,false,0.555214,false
2026-03-07T14:25:34.000Z,2026-03-07T14:25:04.000Z,2026-03-07T14:25:34.000Z,/api/normal,0.56,0,1.466667,NONE,1.504,9.15,1.414,0,0.666667,44,0,0,0,0,prometheus_replay,30,false,0.461767,false
2026-03-07T14:25:34.000Z,2026-03-07T14:25:04.000Z,2026-03-07T14:25:34.000Z,/api/slow,331.52,0.235294,0.566667,TIMEOUT_ERROR,1509.698,6014.86,2237.144,4,0.257576,17,0.235294,0,0,0,prometheus_replay,30,false,0.528395,false
2026-03-07T14:25:34.000Z,2026-03-07T14:25:04.000Z,2026-03-07T14:25:34.000Z,/api/validate,7.01,1,0.033333,VALIDATION_ERROR,7.01,7.01,0,1,0.015152,1,0,0,1,0,prometheus_replay,30,false,0.546499,false
2026-03-07T14:25:35.000Z,2026-03-07T14:25:05.000Z,2026-03-07T14:25:35.000Z,/api/db,22.25,0,0.033333,NONE,22.25,22.25,0,0,0.015152,1,0,0,0,0,prometheus_replay,30,false,0.512176,false
2026-03-07T14:25:35.000Z,2026-03-07T14:25:05.000Z,2026-03-07T14:25:35.000Z,/api/error,7.11,1,0.1,SYSTEM_ERROR,3.307,7.11,2.69,3,0.045455,3,0,1,0,0,prometheus_replay,30,false,0.555214,false
2026-03-07T14:25:35.000Z,2026-03-07T14:25:05.000Z,2026-03-07T14:25:35.000Z,/api/normal,0.56,0,1.466667,NONE,1.504,9.15,1.414,0,0.666667,44,0,0,0,0,prometheus_replay,30,false,0.461767,false
2026-03-07T14:25:35.000Z,2026-03-07T14:25:05.000Z,2026-03-07T14:25:35.000Z,/api/slow,331.52,0.235294,0.566667,TIMEOUT_ERROR,1509.698,6014.86,2237.144,4,0.257576,17,0.235294,0,0,0,prometheus_replay,30,false,0.528395,false
2026-03-07T14:25:35.000Z,2026-03-07T14:25:05.000Z,2026-03-07T14:25:35.000Z,/api/validate,7.01,1,0.033333,VALIDATION_ERROR,7.01,7.01,0,1,0.015152,1,0,0,1,0,prometheus_replay,30,false,0.546499,false
2026-03-07T14:25:36.000Z,2026-03-07T14:25:06.000Z,2026-03-07T14:25:36.000Z,/api/db,22.25,0,0.033333,NONE,22.25,22.25,0,0,0.015152,1,0,0,0,0,prometheus_replay,30,false,0.512176,false
2026-03-07T14:25:36.000Z,2026-03-07T14:25:06.000Z,2026-03-07T14:25:36.000Z,/api/error,7.11,1,0.1,SYSTEM_ERROR,3.307,7.11,2.69,3,0.045455,3,0,1,0,0,prometheus_replay,30,false,0.555214,false
2026-03-07T14:25:36.000Z,2026-03-07T14:25:06.000Z,2026-03-07T14:25:36.000Z,/api/normal,0.56,0,1.466667,NONE,1.504,9.15,1.414,0,0.666667,44,0,0,0,0,prometheus_replay,30,false,0.461767,false
2026-03-07T14:25:36.000Z,2026-03-07T14:25:06.000Z,2026-03-07T14:25:36.000Z,/api/slow,331.52,0.235294,0.566667,TIMEOUT_ERROR,1509.698,6014.86,2237.144,4,0.257576,17,0.235294,0,0,0,prometheus_replay,30,false,0.528395,false
2026-03-07T14:25:36.000Z,2026-03-07T14:25:06.000Z,2026-03-07T14:25:36.000Z,/api/validate,7.01,1,0.033333,VALIDATION_ERROR,7.01,7.01,0,1,0.015152,1,0,0,1,0,prometheus_replay,30,false,0.546499,false
2026-03-07T14:25:37.000Z,2026-03-07T14:25:07.000Z,2026-03-07T14:25:37.000Z,/api/db,22.25,0,0.033333,NONE,22.25,22.25,0,0,0.012658,1,0,0,0,0,prometheus_replay,30,false,0.511757,false
2026-03-07T14:25:37.000Z,2026-03-07T14:25:07.000Z,2026-03-07T14:25:37.000Z,/api/error,7.11,1,0.1,SYSTEM_ERROR,3.307,7.11,2.69,3,0.037975,3,0,1,0,0,prometheus_replay,30,false,0.554475,false
2026-03-07T14:25:37.000Z,2026-03-07T14:25:07.000Z,2026-03-07T14:25:37.000Z,/api/normal,0.61,0,1.833333,NONE,1.375,9.15,1.304,0,0.696203,55,0,0,0,0,prometheus_replay,30,false,0.468032,false
2026-03-07T14:25:37.000Z,2026-03-07T14:25:07.000Z,2026-03-07T14:25:37.000Z,/api/slow,407.55,0.263158,0.633333,TIMEOUT_ERROR,1635.82,6014.86,2273.805,5,0.240506,19,0.263158,0,0,0,prometheus_replay,30,false,0.559431,false
2026-03-07T14:25:37.000Z,2026-03-07T14:25:07.000Z,2026-03-07T14:25:37.000Z,/api/validate,7.01,1,0.033333,VALIDATION_ERROR,7.01,7.01,0,1,0.012658,1,0,0,1,0,prometheus_replay,30,false,0.545576,false
2026-03-07T14:25:38.000Z,2026-03-07T14:25:08.000Z,2026-03-07T14:25:38.000Z,/api/db,22.25,0,0.033333,NONE,22.25,22.25,0,0,0.013158,1,0,0,0,0,prometheus_replay,30,false,0.510309,false
2026-03-07T14:25:38.000Z,2026-03-07T14:25:08.000Z,2026-03-07T14:25:38.000Z,/api/error,7.11,1,0.1,SYSTEM_ERROR,3.307,7.11,2.69,3,0.039474,3,0,1,0,0,prometheus_replay,30,false,0.555507,false
2026-03-07T14:25:38.000Z,2026-03-07T14:25:08.000Z,2026-03-07T14:25:38.000Z,/api/normal,0.66,0,1.733333,NONE,1.32,9.15,1.352,0,0.684211,52,0,0,0,0,prometheus_replay,30,false,0.463767,false
2026-03-07T14:25:38.000Z,2026-03-07T14:25:08.000Z,2026-03-07T14:25:38.000Z,/api/slow,477.55,0.210526,0.633333,TIMEOUT_ERROR,1379.657,6014.86,2149.279,4,0.25,19,0.210526,0,0,0,prometheus_replay,30,false,0.537042,false
2026-03-07T14:25:38.000Z,2026-03-07T14:25:08.000Z,2026-03-07T14:25:38.000Z,/api/validate,7.01,1,0.033333,VALIDATION_ERROR,7.01,7.01,0,1,0.013158,1,0,0,1,0,prometheus_replay,30,false,0.545884,false
2026-03-07T14:25:39.000Z,2026-03-07T14:25:09.000Z,2026-03-07T14:25:39.000Z,/api/db,22.25,0,0.033333,NONE,22.25,22.25,0,0,0.013333,1,0,0,0,0,prometheus_replay,30,false,0.510693,false
2026-03-07T14:25:39.000Z,2026-03-07T14:25:09.000Z,2026-03-07T14:25:39.000Z,/api/error,0.66,1,0.133333,SYSTEM_ERROR,2.645,7.11,2.597,4,0.053333,4,0,1,0,0,prometheus_replay,30,false,0.539885,false
2026-03-07T14:25:39.000Z,2026-03-07T14:25:09.000Z,2026-03-07T14:25:39.000Z,/api/normal,0.97,0,1.666667,NONE,1.187,9.15,1.381,0,0.666667,50,0,0,0,0,prometheus_replay,30,false,0.460581,false
2026-03-07T14:25:39.000Z,2026-03-07T14:25:09.000Z,2026-03-07T14:25:39.000Z,/api/slow,504.4,0.210526,0.633333,TIMEOUT_ERROR,1403.763,6014.86,2137.11,4,0.253333,19,0.210526,0,0,0,prometheus_replay,30,false,0.538014,false
2026-03-07T14:25:39.000Z,2026-03-07T14:25:09.000Z,2026-03-07T14:25:39.000Z,/api/validate,7.01,1,0.033333,VALIDATION_ERROR,7.01,7.01,0,1,0.013333,1,0,0,1,0,prometheus_replay,30,false,0.545884,false
2026-03-07T14:25:40.000Z,2026-03-07T14:25:10.000Z,2026-03-07T14:25:40.000Z,/api/db,22.25,0,0.033333,NONE,22.25,22.25,0,0,0.012346,1,0,0,0,0,prometheus_replay,30,false,0.511468,false
2026-03-07T14:25:40.000Z,2026-03-07T14:25:10.000Z,2026-03-07T14:25:40.000Z,/api/error,0.66,1,0.133333,SYSTEM_ERROR,2.645,7.11,2.597,4,0.049383,4,0,1,0,0,prometheus_replay,30,false,0.5362,false
2026-03-07T14:25:40.000Z,2026-03-07T14:25:10.000Z,2026-03-07T14:25:40.000Z,/api/normal,0.58,0,1.866667,NONE,1.058,9.15,1.325,0,0.691358,56,0,0,0,0,prometheus_replay,30,false,0.468401,false
2026-03-07T14:25:40.000Z,2026-03-07T14:25:10.000Z,2026-03-07T14:25:40.000Z,/api/slow,165.63,0.210526,0.633333,TIMEOUT_ERROR,1412.32,6014.86,2133.247,4,0.234568,19,0.210526,0,0,0,prometheus_replay,30,false,0.532181,false
2026-03-07T14:25:40.000Z,2026-03-07T14:25:10.000Z,2026-03-07T14:25:40.000Z,/api/validate,7.01,1,0.033333,VALIDATION_ERROR,7.01,7.01,0,1,0.012346,1,0,0,1,0,prometheus_replay,30,false,0.545884,false
2026-03-07T14:25:41.000Z,2026-03-07T14:25:11.000Z,2026-03-07T14:25:41.000Z,/api/db,21.5,0,0.066667,NONE,21.875,22.25,0.375,0,0.019608,2,0,0,0,0,prometheus_replay,30,false,0.503133,false
2026-03-07T14:25:41.000Z,2026-03-07T14:25:11.000Z,2026-03-07T14:25:41.000Z,/api/error,0.56,1,0.2,SYSTEM_ERROR,1.947,7.11,2.339,6,0.058824,6,0,1,0,0,prometheus_replay,30,false,0.570649,false
2026-03-07T14:25:41.000Z,2026-03-07T14:25:11.000Z,2026-03-07T14:25:41.000Z,/api/normal,0.56,0,2.366667,NONE,0.964,9.15,1.191,0,0.696078,71,0,0,0,0,prometheus_replay,30,false,0.474926,false
2026-03-07T14:25:41.000Z,2026-03-07T14:25:11.000Z,2026-03-07T14:25:41.000Z,/api/slow,488.76,0.190476,0.7,TIMEOUT_ERROR,1320.812,6014.86,2048.663,4,0.205882,21,0.190476,0,0,0,prometheus_replay,30,false,0.535567,false
2026-03-07T14:25:41.000Z,2026-03-07T14:25:11.000Z,2026-03-07T14:25:41.000Z,/api/validate,2.14,0.5,0.066667,VALIDATION_ERROR,4.575,7.01,2.435,1,0.019608,2,0,0,0.5,0,prometheus_replay,30,false,0.50726,false
2026-03-07T14:25:42.000Z,2026-03-07T14:25:12.000Z,2026-03-07T14:25:42.000Z,/api/db,21.5,0,0.066667,NONE,21.875,22.25,0.375,0,0.017857,2,0,0,0,0,prometheus_replay,30,false,0.504511,false
2026-03-07T14:25:42.000Z,2026-03-07T14:25:12.000Z,2026-03-07T14:25:42.000Z,/api/error,1.08,1,0.233333,SYSTEM_ERROR,1.823,7.11,2.187,7,0.0625,7,0,1,0,0,prometheus_replay,30,false,0.583786,false
2026-03-07T14:25:42.000Z,2026-03-07T14:25:12.000Z,2026-03-07T14:25:42.000Z,/api/normal,0.86,0,2.566667,NONE,0.841,5.53,0.656,0,0.6875,77,0,0,0,0,prometheus_replay,30,false,0.486457,false
2026-03-07T14:25:42.000Z,2026-03-07T14:25:12.000Z,2026-03-07T14:25:42.000Z,/api/slow,339.66,0.173913,0.766667,TIMEOUT_ERROR,1236.283,6014.86,1976.637,4,0.205357,23,0.173913,0,0,0,prometheus_replay,30,false,0.531614,false
2026-03-07T14:25:42.000Z,2026-03-07T14:25:12.000Z,2026-03-07T14:25:42.000Z,/api/validate,1.82,0.666667,0.1,VALIDATION_ERROR,3.657,7.01,2.375,2,0.026786,3,0,0,0.666667,0,prometheus_replay,30,false,0.52945,false
2026-03-07T14:25:43.000Z,2026-03-07T14:25:13.000Z,2026-03-07T14:25:43.000Z,/api/db,21.5,0,0.066667,NONE,21.875,22.25,0.375,0,0.016,2,0,0,0,0,prometheus_replay,30,false,0.506056,false
2026-03-07T14:25:43.000Z,2026-03-07T14:25:13.000Z,2026-03-07T14:25:43.000Z,/api/error,1.08,1,0.233333,SYSTEM_ERROR,1.823,7.11,2.187,7,0.056,7,0,1,0,0,prometheus_replay,30,false,0.579561,false
2026-03-07T14:25:43.000Z,2026-03-07T14:25:13.000Z,2026-03-07T14:25:43.000Z,/api/normal,1.33,0,2.9,NONE,0.857,5.53,0.661,0,0.696,87,0,0,0,0,prometheus_replay,30,false,0.511505,false
2026-03-07T14:25:43.000Z,2026-03-07T14:25:13.000Z,2026-03-07T14:25:43.000Z,/api/slow,369.84,0.153846,0.866667,TIMEOUT_ERROR,1127.173,6014.86,1883.618,4,0.208,26,0.153846,0,0,0,prometheus_replay,30,false,0.550459,false
2026-03-07T14:25:43.000Z,2026-03-07T14:25:13.000Z,2026-03-07T14:25:43.000Z,/api/validate,1.82,0.666667,0.1,VALIDATION_ERROR,3.657,7.01,2.375,2,0.024,3,0,0,0.666667,0,prometheus_replay,30,false,0.530945,false
2026-03-07T14:25:44.000Z,2026-03-07T14:25:14.000Z,2026-03-07T14:25:44.000Z,/api/db,2.09,0,0.1,NONE,15.28,22.25,9.332,0,0.022727,3,0,0,0,0,prometheus_replay,30,false,0.475802,false
2026-03-07T14:25:44.000Z,2026-03-07T14:25:14.000Z,2026-03-07T14:25:44.000Z,/api/error,1.08,1,0.233333,SYSTEM_ERROR,1.823,7.11,2.187,7,0.05303,7,0,1,0,0,prometheus_replay,30,false,0.575543,false
2026-03-07T14:25:44.000Z,2026-03-07T14:25:14.000Z,2026-03-07T14:25:44.000Z,/api/normal,0.57,0,3.066667,NONE,0.842,5.53,0.646,0,0.69697,92,0,0,0,0,prometheus_replay,30,false,0.518422,false
2026-03-07T14:25:44.000Z,2026-03-07T14:25:14.000Z,2026-03-07T14:25:44.000Z,/api/slow,477.86,0.148148,0.9,TIMEOUT_ERROR,1103.124,6014.86,1852.47,4,0.204545,27,0.148148,0,0,0,prometheus_replay,30,false,0.552452,false
2026-03-07T14:25:44.000Z,2026-03-07T14:25:14.000Z,2026-03-07T14:25:44.000Z,/api/validate,1.82,0.666667,0.1,VALIDATION_ERROR,3.657,7.01,2.375,2,0.022727,3,0,0,0.666667,0,prometheus_replay,30,false,0.531544,false
2026-03-07T14:25:45.000Z,2026-03-07T14:25:15.000Z,2026-03-07T14:25:45.000Z,/api/db,2.09,0,0.1,NONE,15.28,22.25,9.332,0,0.022059,3,0,0,0,0,prometheus_replay,30,false,0.47607,false
2026-03-07T14:25:45.000Z,2026-03-07T14:25:15.000Z,2026-03-07T14:25:45.000Z,/api/error,1.08,1,0.233333,SYSTEM_ERROR,1.823,7.11,2.187,7,0.051471,7,0,1,0,0,prometheus_replay,30,false,0.574827,false
2026-03-07T14:25:45.000Z,2026-03-07T14:25:15.000Z,2026-03-07T14:25:45.000Z,/api/normal,0.7,0,3.133333,NONE,0.841,5.53,0.639,0,0.691176,94,0,0,0,0,prometheus_replay,30,false,0.518546,false
2026-03-07T14:25:45.000Z,2026-03-07T14:25:15.000Z,2026-03-07T14:25:45.000Z,/api/slow,314.16,0.137931,0.966667,TIMEOUT_ERROR,1054.411,6014.86,1796.52,4,0.213235,29,0.137931,0,0,0,prometheus_replay,30,false,0.560933,false
2026-03-07T14:25:45.000Z,2026-03-07T14:25:15.000Z,2026-03-07T14:25:45.000Z,/api/validate,1.82,0.666667,0.1,VALIDATION_ERROR,3.657,7.01,2.375,2,0.022059,3,0,0,0.666667,0,prometheus_replay,30,false,0.530945,false
2026-03-07T14:25:46.000Z,2026-03-07T14:25:16.000Z,2026-03-07T14:25:46.000Z,/api/db,2.09,0,0.1,NONE,15.28,22.25,9.332,0,0.022059,3,0,0,0,0,prometheus_replay,30,false,0.47607,false
2026-03-07T14:25:46.000Z,2026-03-07T14:25:16.000Z,2026-03-07T14:25:46.000Z,/api/error,1.08,1,0.233333,SYSTEM_ERROR,1.823,7.11,2.187,7,0.051471,7,0,1,0,0,prometheus_replay,30,false,0.574827,false
2026-03-07T14:25:46.000Z,2026-03-07T14:25:16.000Z,2026-03-07T14:25:46.000Z,/api/normal,0.7,0,3.133333,NONE,0.841,5.53,0.639,0,0.691176,94,0,0,0,0,prometheus_replay,30,false,0.518546,false
2026-03-07T14:25:46.000Z,2026-03-07T14:25:16.000Z,2026-03-07T14:25:46.000Z,/api/slow,314.16,0.137931,0.966667,TIMEOUT_ERROR,1054.411,6014.86,1796.52,4,0.213235,29,0.137931,0,0,0,prometheus_replay,30,false,0.560933,false
2026-03-07T14:25:46.000Z,2026-03-07T14:25:16.000Z,2026-03-07T14:25:46.000Z,/api/validate,1.82,0.666667,0.1,VALIDATION_ERROR,3.657,7.01,2.375,2,0.022059,3,0,0,0.666667,0,prometheus_replay,30,false,0.530945,false
2026-03-07T14:25:47.000Z,2026-03-07T14:25:17.000Z,2026-03-07T14:25:47.000Z,/api/db,2.09,0,0.1,NONE,15.28,22.25,9.332,0,0.023622,3,0,0,0,0,prometheus_replay,30,false,0.474942,false
2026-03-07T14:25:47.000Z,2026-03-07T14:25:17.000Z,2026-03-07T14:25:47.000Z,/api/error,1.08,1,0.166667,SYSTEM_ERROR,1.99,7.11,2.567,5,0.03937,5,0,1,0,0,prometheus_replay,30,false,0.540034,false
2026-03-07T14:25:47.000Z,2026-03-07T14:25:17.000Z,2026-03-07T14:25:47.000Z,/api/normal,0.7,0,3,NONE,0.777,2.82,0.417,0,0.708661,90,0,0,0,0,prometheus_replay,30,false,0.5238,false
