timestamp,endpoint,requests_total,errors_total,latency_sum_ms_total,latency_count_total
2026-03-07T14:25:51.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:25:52.000Z,/api/db,5,0,70.65,5
2026-03-07T14:25:52.000Z,/api/error,8,8,13.35,8
2026-03-07T14:25:52.000Z,/api/normal,149,0,180.84,149
2026-03-07T14:25:52.000Z,/api/slow,40,7,50788.26,40
2026-03-07T14:25:52.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:25:53.000Z,/api/db,5,0,70.65,5
2026-03-07T14:25:53.000Z,/api/error,10,10,15.06,10
2026-03-07T14:25:53.000Z,/api/normal,156,0,187.23,156
2026-03-07T14:25:53.000Z,/api/slow,42,7,51382.11,42
2026-03-07T14:25:53.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:25:54.000Z,/api/db,6,0,79.16,6
2026-03-07T14:25:54.000Z,/api/error,10,10,15.06,10
2026-03-07T14:25:54.000Z,/api/normal,160,0,193.18,160
2026-03-07T14:25:54.000Z,/api/slow,44,7,52204.85,44
2026-03-07T14:25:54.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:25:55.000Z,/api/db,6,0,79.16,6
2026-03-07T14:25:55.000Z,/api/error,10,10,15.06,10
2026-03-07T14:25:55.000Z,/api/normal,160,0,193.18,160
2026-03-07T14:25:55.000Z,/api/slow,45,7,52630.83,45
2026-03-07T14:25:55.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:25:56.000Z,/api/db,6,0,79.16,6
2026-03-07T14:25:56.000Z,/api/error,10,10,15.06,10
2026-03-07T14:25:56.000Z,/api/normal,160,0,193.18,160
2026-03-07T14:25:56.000Z,/api/slow,45,7,52630.83,45
2026-03-07T14:25:56.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:25:57.000Z,/api/db,6,0,79.16,6
2026-03-07T14:25:57.000Z,/api/error,10,10,15.06,10
2026-03-07T14:25:57.000Z,/api/normal,160,0,193.18,160
2026-03-07T14:25:57.000Z,/api/slow,45,7,52630.83,45
2026-03-07T14:25:57.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:25:58.000Z,/api/db,6,0,79.16,6
2026-03-07T14:25:58.000Z,/api/error,10,10,15.06,10
2026-03-07T14:25:58.000Z,/api/normal,160,0,193.18,160
2026-03-07T14:25:58.000Z,/api/slow,45,7,52630.83,45
2026-03-07T14:25:58.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:25:59.000Z,/api/db,6,0,79.16,6
2026-03-07T14:25:59.000Z,/api/error,10,10,15.06,10
2026-03-07T14:25:59.000Z,/api/normal,160,0,193.18,160
2026-03-07T14:25:59.000Z,/api/slow,45,7,52630.83,45
2026-03-07T14:25:59.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:26:00.000Z,/api/db,6,0,79.16,6
2026-03-07T14:26:00.000Z,/api/error,10,10,15.06,10
2026-03-07T14:26:00.000Z,/api/normal,160,0,193.18,160
2026-03-07T14:26:00.000Z,/api/slow,45,7,52630.83,45
2026-03-07T14:26:00.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:26:01.000Z,/api/db,7,0,84.44,7
2026-03-07T14:26:01.000Z,/api/error,10,10,15.06,10
2026-03-07T14:26:01.000Z,/api/normal,166,0,208.06,166
2026-03-07T14:26:01.000Z,/api/slow,46,8,58645.33,46
2026-03-07T14:26:01.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:26:02.000Z,/api/db,7,0,84.44,7
2026-03-07T14:26:02.000Z,/api/error,10,10,15.06,10
2026-03-07T14:26:02.000Z,/api/normal,169,0,213,169
2026-03-07T14:26:02.000Z,/api/slow,48,8,59541.21,48
2026-03-07T14:26:02.000Z,/api/validate,4,3,97.76,4
2026-03-07T14:26:03.000Z,/api/db,8,0,99.79,8
2026-03-07T14:26:03.000Z,/api/error,10,10,15.06,10
2026-03-07T14:26:03.000Z,/api/normal,180,0,230.9,180
2026-03-07T14:26:03.000Z,/api/slow,51,8,60357.72,51
2026-03-07T14:26:03.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:04.000Z,/api/db,9,0,109.88,9
2026-03-07T14:26:04.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:04.000Z,/api/normal,182,0,233.82,182
2026-03-07T14:26:04.000Z,/api/slow,53,8,60905.33,53
2026-03-07T14:26:04.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:05.000Z,/api/db,9,0,109.88,9
2026-03-07T14:26:05.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:05.000Z,/api/normal,182,0,233.82,182
2026-03-07T14:26:05.000Z,/api/slow,53,8,60905.33,53
2026-03-07T14:26:05.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:06.000Z,/api/db,9,0,109.88,9
2026-03-07T14:26:06.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:06.000Z,/api/normal,182,0,233.82,182
2026-03-07T14:26:06.000Z,/api/slow,53,8,60905.33,53
2026-03-07T14:26:06.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:07.000Z,/api/db,9,0,109.88,9
2026-03-07T14:26:07.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:07.000Z,/api/normal,182,0,233.82,182
2026-03-07T14:26:07.000Z,/api/slow,53,8,60905.33,53
2026-03-07T14:26:07.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:08.000Z,/api/db,9,0,109.88,9
2026-03-07T14:26:08.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:08.000Z,/api/normal,182,0,233.82,182
2026-03-07T14:26:08.000Z,/api/slow,53,8,60905.33,53
2026-03-07T14:26:08.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:09.000Z,/api/db,9,0,109.88,9
2026-03-07T14:26:09.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:09.000Z,/api/normal,182,0,233.82,182
2026-03-07T14:26:09.000Z,/api/slow,53,8,60905.33,53
2026-03-07T14:26:09.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:10.000Z,/api/db,9,0,109.88,9
2026-03-07T14:26:10.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:10.000Z,/api/normal,182,0,233.82,182
2026-03-07T14:26:10.000Z,/api/slow,53,8,60905.33,53
2026-03-07T14:26:10.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:11.000Z,/api/db,10,0,142.96,10
2026-03-07T14:26:11.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:11.000Z,/api/normal,188,0,246.36,188
2026-03-07T14:26:11.000Z,/api/slow,54,9,67917.69,54
2026-03-07T14:26:11.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:12.000Z,/api/db,11,0,156.96,11
2026-03-07T14:26:12.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:12.000Z,/api/normal,190,0,249.82,190
2026-03-07T14:26:12.000Z,/api/slow,54,9,67917.69,54
2026-03-07T14:26:12.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:13.000Z,/api/db,11,0,156.96,11
2026-03-07T14:26:13.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:13.000Z,/api/normal,190,0,249.82,190
2026-03-07T14:26:13.000Z,/api/slow,54,9,67917.69,54
2026-03-07T14:26:13.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:14.000Z,/api/db,11,0,156.96,11
2026-03-07T14:26:14.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:14.000Z,/api/normal,190,0,249.82,190
2026-03-07T14:26:14.000Z,/api/slow,54,9,67917.69,54
2026-03-07T14:26:14.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:15.000Z,/api/db,11,0,156.96,11
2026-03-07T14:26:15.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:15.000Z,/api/normal,190,0,249.82,190
2026-03-07T14:26:15.000Z,/api/slow,54,9,67917.69,54
2026-03-07T14:26:15.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:16.000Z,/api/db,11,0,156.96,11
2026-03-07T14:26:16.000Z,/api/error,11,11,17.1,11
2026-03-07T14:26:16.000Z,/api/normal,190,0,249.82,190
2026-03-07T14:26:16.000Z,/api/slow,54,9,67917.69,54
2026-03-07T14:26:16.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:17.000Z,/api/db,11,0,156.96,11
2026-03-07T14:26:17.000Z,/api/error,12,12,23.77,12
2026-03-07T14:26:17.000Z,/api/normal,190,0,249.82,190
2026-03-07T14:26:17.000Z,/api/slow,56,10,73233.29,56
2026-03-07T14:26:17.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:18.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:18.000Z,/api/error,12,12,23.77,12
2026-03-07T14:26:18.000Z,/api/normal,193,0,255.93,193
2026-03-07T14:26:18.000Z,/api/slow,59,10,74492.68,59
2026-03-07T14:26:18.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:19.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:19.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:19.000Z,/api/normal,196,0,259.65,196
2026-03-07T14:26:19.000Z,/api/slow,60,10,74834.37,60
2026-03-07T14:26:19.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:20.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:20.000Z,/api/error,13,13,25.49,13
2026-03-07T14:26:20.000Z,/api/normal,196,0,259.65,196
2026-03-07T14:26:20.000Z,/api/slow,60,10,74834.37,60
2026-03-07T14:26:20.000Z,/api/validate,6,3,105.57,6
2026-03-07T14:26:21.000Z,/api/db,12,0,164.07,12
2026-03-07T14:26:21.000Z,/api/error,13,13,25.49,13
